was	O	O	O	O	O	O	O	O
studied	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
rat	O	O	O	O	B-ModelOrganism	O	O	O
thalamus	O	O	O	O	O	O	B-BrainRegion	O
using	O	O	O	O	O	O	O	O
immunohistochemistry	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Furthermore	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
TRN	O	O	O	O	O	O	B-BrainRegion	O
contains	O	O	O	O	O	O	O	O
tonically	O	O	O	O	O	O	O	O
active	O	O	O	O	O	O	O	O
GluN2B	O	O	O	O	O	O	O	O
-containing	O	O	O	O	O	O	O	O
N-methyl-D-aspartate	O	O	O	O	O	O	O	O
receptors	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
NMDARs	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Application	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
Na+	O	O	O	O	O	O	O	O
channel	O	O	O	O	O	O	O	O
poison	O	O	O	O	O	O	O	O
tetrodotoxin	O	O	O	O	O	O	O	O
blocked	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
generation	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
fast	O	O	O	O	O	O	O	O
action	O	O	O	O	O	O	O	O
potentials	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O
left	O	O	O	O	O	O	O	O
intact	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
rhythmic	O	O	O	O	O	O	O	O
sequence	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O
threshold	O	O	O	O	O	O	O	O
Ca2+	O	O	O	O	O	O	O	O
spikes	O	O	O	O	O	O	O	O
separated	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
after	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
hyperpolarizing	O	O	O	O	O	O	O	O
potentials	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
AHPs	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

These	O	O	O	O	O	O	O	O
properties	O	O	O	O	O	O	O	O
could	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O
reproduced	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
reconstructed	O	O	O	O	O	O	O	O
cell	O	O	O	O	O	B-Neuron	O	O
model	O	O	O	O	O	O	O	O
assuming	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	O	O
densities	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
I(Ts)	O	O	O	B-IonicCurrent	O	O	O	O
in	O	O	O	O	O	O	O	O
distal	O	O	O	O	O	O	O	O
dendrites	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O
simplest	O	O	O	O	O	O	O	O
network	O	O	O	O	O	O	O	O
model	O	O	O	O	O	O	O	O
demonstrating	O	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O	O
augmenting	O	O	O	O	O	O	O	O
response	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
single	O	O	O	O	O	O	O	O
pair	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
coupled	O	O	O	O	O	O	O	O
RE	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
TC	O	O	O	O	O	B-Neuron	O	O
cells	O	O	O	O	O	I-Neuron	O	O
,	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O
RE	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
induced	O	O	O	O	O	O	O	O
inhibitory	O	O	O	O	O	O	O	O
postsynaptic	O	O	O	O	O	O	O	O
potentials	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
IPSPs	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
TC	O	O	O	O	O	B-Neuron	O	O
cell	O	O	O	O	O	I-Neuron	O	O
led	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
progressive	O	O	O	O	O	O	O	O
deinactivation	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
low	O	O	O	B-IonicCurrent	O	O	O	O
-	O	O	O	I-IonicCurrent	O	O	O	O
threshold	O	O	O	I-IonicCurrent	O	O	O	O
Ca2+	O	O	O	I-IonicCurrent	O	O	O	O
current	O	O	O	I-IonicCurrent	O	O	O	O
.	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O
electrophysiological	O	O	O	O	O	O	O	O
actions	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
norepinephrine	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
NE	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
guinea	O	O	O	O	B-ModelOrganism	O	O	O
pig	O	O	O	O	I-ModelOrganism	O	O	O
and	O	O	O	O	O	O	O	O
cat	O	O	O	O	B-ModelOrganism	O	O	O
thalamus	O	O	O	O	O	O	B-BrainRegion	O
were	O	O	O	O	O	O	O	O
investigated	O	O	O	O	O	O	O	O
using	O	O	O	O	O	O	O	O
intracellular	O	O	O	O	O	O	O	O
recordings	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
neurons	O	O	O	O	O	B-Neuron	O	O
of	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
vitro	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	O	O	O
slices	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

We	O	O	O	O	O	O	O	O
used	O	O	O	O	O	O	O	O
dual	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
site	O	O	O	O	O	O	O	O
local	O	O	O	O	O	O	O	O
field	O	O	O	O	O	O	O	O
potential	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
multiple	O	O	O	O	O	O	O	O
single	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
unit	O	O	O	O	O	O	O	O
recordings	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	O	B-BrainRegion	O
reticular	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
TRN	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
and	O	O	O	O	O	O	O	O
medial	O	O	O	O	O	O	B-BrainRegion	O
prefrontal	O	O	O	O	O	O	I-BrainRegion	O
cortex	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
mPFC	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
of	O	O	O	O	O	O	O	O
freely	O	O	O	O	O	O	O	O
behaving	O	O	O	O	O	O	O	O
rats	O	O	O	O	B-ModelOrganism	O	O	O
at	O	O	O	O	O	O	O	O
rest	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
investigate	O	O	O	O	O	O	O	O
thalamocortical	O	O	O	O	O	O	O	O
network	O	O	O	O	O	O	O	O
dynamics	O	O	O	O	O	O	O	O
during	O	O	O	O	O	O	O	O
natural	O	O	O	O	O	O	O	O
sleep	O	O	O	O	O	O	O	O
spindles	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Bath	O	O	O	O	O	O	O	O
application	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
ZD7288	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O
Cs(+)	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
inhibitors	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
hyperpolarization	O	O	O	B-IonicCurrent	O	O	O	O
-	O	O	O	I-IonicCurrent	O	O	O	O
activated	O	O	O	I-IonicCurrent	O	O	O	O
cation	O	O	O	I-IonicCurrent	O	O	O	O
current	O	O	O	I-IonicCurrent	O	O	O	O
(	O	O	O	I-IonicCurrent	O	O	O	O
Ih	O	O	O	I-IonicCurrent	O	O	O	O
)	O	O	O	I-IonicCurrent	O	O	O	O
,	O	O	O	O	O	O	O	O
transformed	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
resonance	O	O	O	O	O	O	O	O
into	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
pass	O	O	O	O	O	O	O	O
behaviour	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
whereas	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
T	O	O	O	O	O	O	O	O
-channel	O	O	O	O	O	O	O	O
blockers	O	O	O	O	O	O	O	O
mibefradil	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
Ni(2+)	O	O	O	O	O	O	O	O
decreased	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
strength	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
resonance	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

The	O	O	O	O	O	O	O	O
propensity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	B-Neuron	O	O
neurons	O	O	O	O	O	I-Neuron	O	O
to	O	O	O	O	O	O	O	O
fire	O	O	O	O	O	O	O	O
postinhibitory	O	O	O	O	O	O	O	O
rebound	O	O	O	O	O	O	O	O
bursts	O	O	O	O	O	O	O	O
mediated	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
low	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
threshold	O	O	O	O	O	O	O	O
calcium	O	O	O	O	O	O	O	O
spikes	O	O	O	O	O	O	O	O
renders	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
circuit	O	O	O	O	O	O	O	O
vulnerable	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
both	O	O	O	O	O	O	O	O
increased	O	O	O	O	O	O	O	O
excitation	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
increased	O	O	O	O	O	O	O	O
inhibition	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
such	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O
excessive	O	O	O	O	O	O	O	O
excitatory	O	O	O	O	O	O	O	O
cortical	O	O	O	O	O	O	O	O
drive	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	B-Neuron	O	O
reticular	O	O	O	O	O	I-Neuron	O	O
(	O	O	O	O	O	I-Neuron	O	O
RT	O	O	O	O	O	I-Neuron	O	O
)	O	O	O	O	O	I-Neuron	O	O
neurons	O	O	O	O	O	I-Neuron	O	O
or	O	O	O	O	O	O	O	O
heightened	O	O	O	O	O	O	O	O
inhibition	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
thalamocortical	O	O	O	O	O	B-Neuron	O	O
relay	O	O	O	O	O	I-Neuron	O	O
(	O	O	O	O	O	I-Neuron	O	O
TC	O	O	O	O	O	I-Neuron	O	O
)	O	O	O	O	O	I-Neuron	O	O
neurons	O	O	O	O	O	I-Neuron	O	O
by	O	O	O	O	O	O	O	O
RT	O	O	O	O	O	B-Neuron	O	O
.	O	O	O	O	O	O	O	O

Third	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
lateral	O	O	O	O	O	O	B-BrainRegion	O
geniculate	O	O	O	O	O	O	I-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
and	O	O	O	O	O	O	O	O
pulvinar	O	O	O	O	O	O	B-BrainRegion	O
(	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
massive	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O
generally	O	O	O	O	O	O	O	O
mysterious	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
ignored	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	O	B-BrainRegion	O
relay	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O
examples	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
two	O	O	O	O	O	O	O	O
different	O	O	O	O	O	O	O	O
types	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
relay	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
LGN	O	O	O	O	O	O	B-BrainRegion	O
is	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O
order	O	O	O	O	O	O	O	O
relay	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
transmitting	O	O	O	O	O	O	O	O
information	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
subcortical	O	O	O	O	O	O	O	O
driver	O	O	O	O	O	O	O	O
source	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
retina	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
while	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
pulvinar	O	O	O	O	O	O	B-BrainRegion	O
is	O	O	O	O	O	O	O	O
mostly	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	B-BrainRegion	O
order	O	O	O	O	O	O	I-BrainRegion	O
relay	O	O	O	O	O	O	I-BrainRegion	O
,	O	O	O	O	O	O	O	O
transmitting	O	O	O	O	O	O	O	O
information	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
driver	O	O	O	O	O	O	O	O
source	O	O	O	O	O	O	O	O
emanating	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O
layer	O	O	O	O	O	B-Neuron	O	O
5	O	O	O	O	O	I-Neuron	O	O
of	O	O	O	O	O	O	O	O
one	O	O	O	O	O	O	O	O
cortical	O	O	O	O	O	O	B-BrainRegion	O
area	O	O	O	O	O	O	I-BrainRegion	O
to	O	O	O	O	O	O	O	O
another	O	O	O	O	O	O	O	O
area	O	O	O	O	O	O	B-BrainRegion	O
.	O	O	O	O	O	O	O	O

Preweanling	O	O	O	O	O	O	O	O
rats	O	O	O	O	B-ModelOrganism	O	O	O
were	O	O	O	O	O	O	O	O
perfused	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
brain	O	O	O	O	O	O	O	O
sections	O	O	O	O	O	O	O	O
were	O	O	O	O	O	O	O	O
stained	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O
cresyl	O	O	O	O	O	O	O	O
violet	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O
immunolabeled	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O
NeuN	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O
neuronal	O	O	O	O	O	O	O	B-Parameter
counts	O	O	O	O	O	O	O	I-Parameter
)	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O
processed	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O
acetylcholinesterase	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O
AChE	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O
activity	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O
p75	O	O	O	O	O	O	O	O
immunoreactivity	O	O	O	O	O	O	O	O
[	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
identify	O	O	O	O	O	O	O	O
boundaries	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
ventrobasal	O	O	O	O	O	O	B-BrainRegion	O
nucleus	O	O	O	O	O	O	I-BrainRegion	O
(	O	O	O	O	O	O	I-BrainRegion	O
VB	O	O	O	O	O	O	I-BrainRegion	O
)	O	O	O	O	O	O	I-BrainRegion	O
]	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
Thalamic	O	O	O	O	O	B-Neuron	O	O
reticular	O	O	O	O	O	I-Neuron	O	O
(	O	O	O	O	O	I-Neuron	O	O
RE	O	O	O	O	O	I-Neuron	O	O
)	O	O	O	O	O	I-Neuron	O	O
neurons	O	O	O	O	O	I-Neuron	O	O
are	O	O	O	O	O	O	O	O
involved	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
genesis	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
synchronized	O	O	O	O	O	O	O	O
thalamocortical	O	O	O	O	O	O	O	O
oscillations	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O
depend	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
part	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O
their	O	O	O	O	O	O	O	O
complex	O	O	O	O	O	O	O	O
bursting	O	O	O	O	O	O	O	O
properties	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Other	O	O	O	O	O	O	O	O
properties	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
I(Ts)	O	O	O	B-IonicCurrent	O	O	O	O
and	O	O	O	O	O	O	O	O
I(T)	O	O	O	B-IonicCurrent	O	O	O	O
were	O	O	O	O	O	O	O	O
similar	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
including	O	O	O	O	O	O	O	O
steady	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O
state	O	O	O	O	O	O	O	O
inactivation	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
sensitivities	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O
blockade	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
divalent	O	O	O	O	O	O	O	O
cations	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
amiloride	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
antiepileptic	O	O	O	O	O	O	O	O
drugs	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

QX-314	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
recording	O	O	O	O	O	O	O	O
pipettes	O	O	O	O	O	O	O	O
decreased	O	O	O	O	O	O	O	O
both	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
amplitude	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
incidence	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
prolonged	O	O	O	O	O	O	O	O
hyperpolarizations	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
suggesting	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
participation	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
G	O	O	O	B-IonicCurrent	O	O	O	O
protein	O	O	O	I-IonicCurrent	O	O	O	O
-	O	O	O	I-IonicCurrent	O	O	O	O
dependent	O	O	O	I-IonicCurrent	O	O	O	O
K(+)	O	O	O	I-IonicCurrent	O	O	O	O
currents	O	O	O	I-IonicCurrent	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
generation	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
hyperpolarizations	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

Abstract	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O
The	O	O	O	O	O	O	O	O
inhibitory	O	O	O	O	O	O	O	O
GABAergic	O	O	O	O	O	O	O	O
projection	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
thalamic	O	O	O	O	O	B-Neuron	B-BrainRegion	O
nucleus	O	O	O	O	O	I-Neuron	I-BrainRegion	O
reticularis	O	O	O	O	O	I-Neuron	I-BrainRegion	O
(	O	O	O	O	O	I-Neuron	I-BrainRegion	O
nRt	O	O	O	O	O	I-Neuron	I-BrainRegion	O
)	O	O	O	O	O	I-Neuron	I-BrainRegion	O
neurons	O	O	O	O	O	I-Neuron	O	O
onto	O	O	O	O	O	O	O	O
thalamocortical	O	O	O	O	O	B-Neuron	O	O
relay	O	O	O	O	O	I-Neuron	O	O
cells	O	O	O	O	O	I-Neuron	O	O
(	O	O	O	O	O	I-Neuron	O	O
TCs	O	O	O	O	O	I-Neuron	O	O
)	O	O	O	O	O	I-Neuron	O	O
is	O	O	O	O	O	O	O	O
important	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
generating	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
normal	O	O	O	O	O	O	O	O
thalamocortical	O	O	O	O	O	O	O	O
rhythmicity	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
slow	O	O	O	O	O	O	O	O
wave	O	O	O	O	O	O	O	O
sleep	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O
may	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O
key	O	O	O	O	O	O	O	O
element	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
production	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
abnormal	O	O	O	O	O	O	O	O
rhythms	O	O	O	O	O	O	O	O
associated	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O
absence	O	O	O	O	O	O	O	O
epilepsy	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O

sI(AHP)	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O
significantly	O	O	O	O	O	O	O	O
reduced	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O
activation	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O
either	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O
cAMP	O	O	O	O	O	O	O	O
