of	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O
ion	O	O	O	O	O	O	O	O	B-IonicChannel	O
channel	O	O	O	O	O	O	O	O	I-IonicChannel	O
subunits	O	O	O	O	O	O	O	O	I-IonicChannel	O
underlying	O	O	O	O	O	O	O	O	I-IonicChannel	O
IT	O	O	O	B-IonicCurrent	O	O	O	O	I-IonicChannel	O
and	O	O	O	O	O	O	O	O	O	O
Ih	O	O	O	B-IonicCurrent	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O
TC	O	O	O	O	O	B-Neuron	O	O	O	O
neurons	O	O	O	O	O	I-Neuron	O	O	O	O
(	O	O	O	O	O	O	O	O	O	O
Lee	O	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O	O
al.	O	O	O	O	O	O	O	O	O	O
2004	O	O	O	O	O	O	O	O	O	O
;	O	O	O	O	O	O	O	O	O	O
Ludwig	O	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O	O
al.	O	O	O	O	O	O	O	O	O	O
2003	O	O	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O
study	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O
animal	O	O	O	O	B-ModelOrganism	O	O	O	O	O
models	O	O	O	O	I-ModelOrganism	O	O	O	O	O
of	O	O	O	O	I-ModelOrganism	O	O	O	O	O
absence	O	O	O	O	I-ModelOrganism	O	O	O	O	O
epilepsy	O	O	O	O	I-ModelOrganism	O	O	O	O	O
(	O	O	O	O	O	O	O	O	O	O
see	O	O	O	O	O	O	O	O	O	O
review	O	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O	O
Noebels	O	O	O	O	O	O	O	O	O	O
2012	O	O	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O	O

At	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O
single	O	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O	O
cell	O	O	O	O	O	O	O	O	O	O
level	O	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O	O
intrinsic	O	O	O	O	O	O	O	O	O	O
bursting	O	O	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O	O	O
oscillations	O	O	O	O	O	O	O	O	O	O
can	O	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O	O
explained	O	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O	O
interactions	O	O	O	O	O	O	O	O	O	O
between	O	O	O	O	O	O	O	O	O	O
calcium	O	O	O	B-IonicCurrent	O	O	O	O	O	O
-	O	O	O	I-IonicCurrent	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O
voltage	O	O	O	B-IonicCurrent	O	O	O	O	O	O
-	O	O	O	I-IonicCurrent	O	O	O	O	O	O
dependent	O	O	O	I-IonicCurrent	O	O	O	O	O	O
channels	O	O	O	I-IonicCurrent	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O	O

These	O	O	O	O	O	O	O	O	O	O
data	O	O	O	O	O	O	O	O	O	O
also	O	O	O	O	O	O	O	O	O	O
demonstrate	O	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O	O
direct	O	O	O	O	O	O	O	O	O	O
photostimulation	O	O	O	O	O	O	O	O	O	O
evoked	O	O	O	O	O	O	O	O	O	O
action	O	O	O	O	O	O	O	O	O	O
potentials	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O	O
maximal	O	O	O	O	O	O	O	O	O	O
time	O	O	O	O	O	O	O	O	O	O
window	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O
200	O	O	B-Value	O	O	O	O	O	O	O
ms	O	B-Unit	I-Value	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	O	O
Fig.	O	O	O	O	O	O	O	O	O	O
1A	O	O	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O	O
nRt	O	O	O	O	O	B-Neuron	B-BrainRegion	O	O	O
cells	O	O	O	O	O	I-Neuron	O	O	O	O
received	O	O	O	O	O	O	O	O	O	O
synaptic	O	O	O	O	O	O	O	O	O	O
inputs	O	O	O	O	O	O	O	O	O	O
mediated	O	O	O	O	O	O	O	O	O	O
via	O	O	O	O	O	O	O	O	O	O
chemical	B-Synapse	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O	O
electrical	B-Synapse	O	O	O	O	O	O	O	O	O
connections	I-Synapse	O	O	O	O	O	O	O	O	O
Three	O	O	O	O	O	O	O	O	O	O
types	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O
currents	O	O	O	O	O	O	O	O	O	O
were	O	O	O	O	O	O	O	O	O	O
evoked	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O
voltage	O	O	O	O	O	O	O	O	O	O
-clamped	O	O	O	O	O	O	O	O	O	O
nRt	O	O	O	O	O	B-Neuron	B-BrainRegion	O	O	O
cells	O	O	O	O	O	I-Neuron	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O
response	O	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O	O
glutamate	O	O	O	O	O	O	O	O	O	O
uncaging	O	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	O	O
Fig.	O	O	O	O	O	O	O	O	O	O
2	O	O	O	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O	O

More	O	O	O	O	O	O	O	O	O	O
interestingly	O	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O	O
axon	O	O	O	O	O	O	O	O	O	O
fibers	O	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O	O
anterior	O	O	O	O	O	B-Neuron	B-BrainRegion	O	O	O
POm	O	O	O	O	O	I-Neuron	I-BrainRegion	O	O	O
neurons	O	O	O	O	O	I-Neuron	O	O	O	O
were	O	O	O	O	O	O	O	O	O	O
preferentially	O	O	O	O	O	O	O	O	O	O
distributed	O	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O	O
L5	O	O	O	O	O	O	B-BrainRegion	O	O	O
of	O	O	O	O	O	O	I-BrainRegion	O	O	O
the	O	O	O	O	O	O	I-BrainRegion	O	O	O
S1	O	O	O	O	O	O	I-BrainRegion	O	O	O
cortex	O	O	O	O	O	O	I-BrainRegion	O	O	O
,	O	O	O	O	O	O	O	O	O	O
whereas	O	O	O	O	O	O	O	O	O	O
those	O	O	O	O	O	O	O	O	O	O
